nm,T
900.000000, 85.257059
899.000000, 86.660341
898.000000, 86.225206
897.000000, 87.537872
896.000000, 85.616109
895.000000, 84.744162
894.000000, 86.091479
893.000000, 85.721100
892.000000, 84.354723
891.000000, 87.509424
890.000000, 85.124038
889.000000, 86.981568
888.000000, 86.487611
887.000000, 84.672367
886.000000, 86.393356
885.000000, 86.812018
884.000000, 85.923827
883.000000, 86.941789
882.000000, 85.861929
881.000000, 84.492480
880.000000, 87.457009
879.000000, 85.461945
878.000000, 84.349477
877.000000, 87.202141
876.000000, 85.461412
875.000000, 83.969998
874.000000, 85.693516
873.000000, 84.696891
872.000000, 88.218197
871.000000, 85.663160
870.000000, 85.833373
869.000000, 85.231790
868.000000, 85.774976
867.000000, 85.523877
866.000000, 88.769657
865.000000, 87.004736
864.000000, 88.365364
863.000000, 86.520611
862.000000, 87.707226
861.000000, 88.617872
860.000000, 87.335015
859.000000, 87.727317
858.000000, 88.454322
857.000000, 87.739181
856.000000, 88.559316
855.000000, 87.838710
854.000000, 87.766358
853.000000, 87.757511
852.000000, 88.132914
851.000000, 87.634526
850.000000, 88.058745
849.000000, 87.918752
848.000000, 88.200506
847.000000, 88.092900
846.000000, 87.653065
845.000000, 88.018519
844.000000, 87.662224
843.000000, 88.221910
842.000000, 88.224134
841.000000, 88.436570
840.000000, 88.689188
839.000000, 88.533109
838.000000, 88.548439
837.000000, 88.856902
836.000000, 88.756776
835.000000, 88.555428
834.000000, 88.859395
833.000000, 88.290887
832.000000, 88.813799
831.000000, 88.856331
830.000000, 88.831448
829.000000, 88.839948
828.000000, 88.356610
827.000000, 88.750074
826.000000, 89.129500
825.000000, 89.240781
824.000000, 89.203482
823.000000, 89.476539
822.000000, 89.337463
821.000000, 89.140489
820.000000, 89.374472
819.000000, 89.568195
818.000000, 89.477178
817.000000, 89.795721
816.000000, 89.493686
815.000000, 89.641622
814.000000, 89.540257
813.000000, 89.617817
812.000000, 89.699483
811.000000, 89.733035
810.000000, 90.038548
809.000000, 89.950696
808.000000, 89.811107
807.000000, 89.811509
806.000000, 89.816137
805.000000, 89.889760
804.000000, 90.078588
803.000000, 90.063824
802.000000, 89.897264
801.000000, 89.882201
800.000000, 89.955621
799.000000, 90.433850
798.000000, 90.267478
797.000000, 90.323700
796.000000, 90.467215
795.000000, 90.516812
794.000000, 90.557331
793.000000, 90.591058
792.000000, 90.607833
791.000000, 90.566163
790.000000, 90.618733
789.000000, 90.824998
788.000000, 90.780536
787.000000, 90.767071
786.000000, 90.820916
785.000000, 90.832864
784.000000, 90.826723
783.000000, 91.018560
782.000000, 90.917891
781.000000, 91.228649
780.000000, 91.373484
779.000000, 90.974950
778.000000, 90.921717
777.000000, 91.058238
776.000000, 91.311473
775.000000, 91.245075
774.000000, 91.177154
773.000000, 91.188801
772.000000, 91.400107
771.000000, 91.584215
770.000000, 91.594300
769.000000, 91.602981
768.000000, 91.586183
767.000000, 91.657967
766.000000, 91.757033
765.000000, 91.907746
764.000000, 91.858306
763.000000, 91.690042
762.000000, 91.626222
761.000000, 91.828638
760.000000, 91.870410
759.000000, 91.733558
758.000000, 91.812387
757.000000, 91.910711
756.000000, 91.968633
755.000000, 92.051343
754.000000, 92.118599
753.000000, 92.182689
752.000000, 92.078126
751.000000, 92.047537
750.000000, 92.152843
749.000000, 92.186562
748.000000, 92.207330
747.000000, 92.271863
746.000000, 92.273202
745.000000, 92.171482
744.000000, 92.259708
743.000000, 92.439944
742.000000, 92.393248
741.000000, 92.421962
740.000000, 92.517397
739.000000, 92.463445
738.000000, 92.494905
737.000000, 92.613565
736.000000, 92.602280
735.000000, 92.608664
734.000000, 92.569011
733.000000, 92.637528
732.000000, 92.739561
731.000000, 92.729219
730.000000, 92.654063
729.000000, 92.613268
728.000000, 92.655249
727.000000, 92.589513
726.000000, 92.598291
725.000000, 92.572103
724.000000, 92.553768
723.000000, 92.690229
722.000000, 92.729300
721.000000, 92.731584
720.000000, 92.593356
719.000000, 92.564152
718.000000, 92.714026
717.000000, 92.712619
716.000000, 92.642841
715.000000, 92.735300
714.000000, 92.840604
713.000000, 92.799532
712.000000, 92.880403
711.000000, 92.766969
710.000000, 92.777653
709.000000, 92.750880
708.000000, 92.693036
707.000000, 92.783746
706.000000, 92.798313
705.000000, 92.774035
704.000000, 92.777516
703.000000, 92.818584
702.000000, 92.819436
701.000000, 92.757260
700.000000, 92.740879
699.000000, 92.748830
698.000000, 92.696373
697.000000, 92.812370
696.000000, 92.756731
695.000000, 92.614510
694.000000, 92.568665
693.000000, 92.571736
692.000000, 92.480811
691.000000, 92.564141
690.000000, 92.657402
689.000000, 92.550798
688.000000, 92.560195
687.000000, 92.573769
686.000000, 92.433516
685.000000, 92.369396
684.000000, 92.438461
683.000000, 92.337739
682.000000, 92.294023
681.000000, 92.323072
680.000000, 92.365599
679.000000, 92.361728
